data_channel,tag_label,timedelta,n_tokens_title,n_tokens_content,n_unique_tokens,n_non_stop_words,n_non_stop_unique_tokens,num_hrefs,num_self_hrefs,num_imgs,num_videos,average_token_length,num_keywords,kw_min_min,kw_max_min,kw_avg_min,kw_min_max,kw_max_max,kw_avg_max,kw_min_avg,kw_max_avg,kw_avg_avg,self_reference_min_shares,self_reference_max_shares,self_reference_avg_sharess,weekday_is_monday,weekday_is_tuesday,weekday_is_wednesday,weekday_is_thursday,weekday_is_friday,weekday_is_saturday,weekday_is_sunday,is_weekend,LDA_00,LDA_01,LDA_02,LDA_03,LDA_04,global_subjectivity,global_sentiment_polarity,global_rate_positive_words,global_rate_negative_words,rate_positive_words,rate_negative_words,avg_positive_polarity,min_positive_polarity,max_positive_polarity,avg_negative_polarity,min_negative_polarity,max_negative_polarity,title_subjectivity,title_sentiment_polarity,abs_title_subjectivity,shares,abs_title_sentiment_polarity
1,4079,249,11,169,0.700598798,0.99999999,0.84761904,1,1,0,2,4.355029586,6,-1,550,194.1666667,6300,843300,358916.6667,2310.725,6496.82513,4130.698988,5500,5500,5500,0,0,0,0,0,0,1,1,0.033334537,0.034229427,0.033333934,0.865768364,0.033333738,0.628205128,0.202797203,0.053254438,0.01183432,0.818181818,0.181818182,0.415151515,0.1,1,-0.5,-0.5,-0.5,0.5875,0.1625,0.0875,18100,0.1625
2,101,180,11,1048,0.49032882,0.999999998,0.69169329,24,8,4,0,4.722328244,6,-1,285,56.2,0,843300,308800,0,3622.133218,2691.844428,8500,17900,13200,0,0,0,0,0,1,0,1,0.54045492,0.03333971,0.033336983,0.033403222,0.359465165,0.46902862,0.189064214,0.045801527,0.010496183,0.813559322,0.186440678,0.352878111,0.0625,1,-0.214393939,-0.7,-0.05,0.3,0.068181818,0.2,1700,0.068181818
2,4956,44,9,213,0.56398104,0.999999992,0.66949152,3,3,2,0,4.338028169,5,-1,325,81.6,4800,843300,578500,1800.058824,4358.936848,3212.648234,1600,4300,2950,0,1,0,0,0,0,0,0,0.638604325,0.24115378,0.040162262,0.040078843,0.040000789,0.0625,0.03,0.023474178,0.009389671,0.714285714,0.285714286,0.12,0.1,0.2,-0.15,-0.2,-0.1,0,0,0.5,2000,0
0,8638,88,10,1008,0.517171717,0.999999998,0.749579831,17,2,13,0,4.659722222,3,-1,330,109.3333333,208300,843300,631633.3333,3454.675051,7299.957297,5537.976738,4200,4200,4200,0,0,0,0,0,0,1,1,0.066666723,0.066727908,0.066666681,0.733271749,0.066666939,0.536578735,-0.044097018,0.027777778,0.034722222,0.444444444,0.555555556,0.412608225,0.1,0.85,-0.415978981,-1,-0.05,0,0,0.5,1200,0
5,8531,21,12,336,0.534374998,0.999999995,0.692307689,6,2,1,0,4.571428571,6,-1,650,152.3333333,24900,843300,254783.3333,2149.845244,5515.387283,3413.658703,1100,1100,1100,0,0,0,1,0,0,0,0,0.033334668,0.033423138,0.604293136,0.03336629,0.295582768,0.317424242,0.098725895,0.023809524,0.008928571,0.727272727,0.272727273,0.299621212,0.033333333,0.5,-0.108333333,-0.125,-0.1,0.25,0.25,0.25,703,0.25
4,3540,687,12,666,0.477726574,0.999999997,0.646907215,7,6,10,0,4.378378378,8,217,638,416.1666667,0,69100,23487.5,0,3571.272727,1772.956358,798,4300,1949.5,0,0,1,0,0,0,0,0,0.025003733,0.02539123,0.025097514,0.025001539,0.899505984,0.48496244,0.165974981,0.06006006,0.012012012,0.833333333,0.166666667,0.34688961,0.033333333,1,-0.221875,-0.5,-0.1,0.454545455,0.136363636,0.045454545,578,0.136363636
1,7946,208,10,1881,0.367401829,0.999999999,0.479495268,56,4,34,2,4.829877725,5,-1,277,101.4,17300,843300,305840,2266.798077,3569.21972,2874.756918,1100,1800,1366.666667,0,0,0,0,0,1,0,1,0.040004087,0.381017422,0.498165761,0.040812701,0.040000029,0.399343174,0.090378811,0.026581606,0.015948963,0.625,0.375,0.432714286,0.05,1,-0.267564103,-1,-0.076923077,0,0,0.5,1300,0
5,707,293,10,524,0.554913294,0.999999997,0.741935481,7,2,2,0,4.902671756,7,-1,640,268.4285714,4000,843300,190942.8571,1390,5675.821429,3488.762038,1200,1200,1200,0,0,0,0,1,0,0,0,0.418448592,0.028576226,0.495073999,0.028661222,0.029239961,0.467227273,0.052526515,0.034351145,0.02480916,0.580645161,0.419354839,0.34496633,0.1,0.85,-0.319871795,-1,-0.1,0,0,0.5,1100,0
2,5255,220,11,209,0.560209421,0.999999991,0.722222216,5,4,1,0,4.301435407,4,-1,381,140.25,2100,843300,397250,1240.5,3579.449718,2602.134828,1200,8600,3833.333333,1,0,0,0,0,0,0,0,0.797585505,0.050001531,0.050089737,0.050000601,0.052322626,0.377777778,0.157407407,0.04784689,0.004784689,0.909090909,0.090909091,0.313333333,0.05,0.5,-0.3,-0.3,-0.3,0.416666667,0.375,0.083333333,1800,0.375
0,829,303,13,912,0.470520231,0.999999998,0.616438355,45,3,42,1,5.281798246,7,-1,829,247.0257143,7400,843300,504842.8571,3208.228571,7500.609868,4966.455995,5100,33600,19350,0,1,0,0,0,0,0,0,0.028571758,0.028583388,0.028571608,0.74299482,0.171278427,0.500205177,0.285929609,0.036184211,0.010964912,0.76744186,0.23255814,0.504407713,0.1,1,-0.277083333,-1,-0.05,0.875,-0.5,0.375,1200,0.5
2,201,659,12,95,0.768421045,0.999999982,0.874999984,5,3,0,0,4.8,10,217,518,366.3,3400,617900,99890,1030.972973,3859.454545,2682.452723,3100,3100,3100,0,0,1,0,0,0,0,0,0.477508028,0.020024122,0.020046074,0.02004169,0.462380087,0.423148148,0.213888889,0.052631579,0.010526316,0.833333333,0.166666667,0.443333333,0.166666667,0.8,-0.125,-0.125,-0.125,0.375,-0.125,0.125,1900,0.125
1,5889,131,9,956,0.520174481,0.999999998,0.702987696,3,3,0,26,4.475941423,5,-1,109,21,26800,843300,472940,2021.016393,5847.024975,3478.595817,1000,1900,1300,0,0,0,0,0,1,0,1,0.040002263,0.545459159,0.040088617,0.334449827,0.040000135,0.474061328,-0.022393759,0.056485356,0.058577406,0.490909091,0.509090909,0.437041647,0.05,1,-0.443112245,-1,-0.05,0.75,-0.35,0.25,1200,0.35
5,2453,330,11,292,0.57491289,0.999999994,0.703910611,5,4,1,0,4.886986301,9,-1,1000,224.3333333,0,843300,208700,0,4675.53692,2166.581944,444,4300,1889.333333,0,0,1,0,0,0,0,0,0.213672129,0.022234559,0.719381555,0.022315864,0.022395894,0.322883598,0.06957672,0.030821918,0.010273973,0.75,0.25,0.257407407,0.033333333,0.6,-0.218518519,-0.3,-0.155555556,0,0,0.5,715,0
1,19,363,14,487,0.588235293,0.999999997,0.738709675,9,3,4,5,4.770020534,7,-1,486,123.7142857,35100,843300,223571.4286,1968.247619,5913.705882,3526.548851,2700,2700,2700,0,0,0,0,1,0,0,0,0.417105156,0.496583727,0.028591013,0.028905733,0.028814371,0.597314705,0.340568284,0.065708419,0.01026694,0.864864865,0.135135135,0.508792614,0.1,1,-0.232063492,-0.333333333,-0.071428571,0.3,1,0.2,4100,1
1,8570,397,7,537,0.606177605,0.999999997,0.747093021,21,1,14,0,4.690875233,9,-1,752,187,0,843300,264033.3333,0,8306.699854,3709.696506,3000,3000,3000,0,0,0,0,0,1,0,1,0.022223068,0.567218616,0.022223149,0.36610055,0.022234617,0.439054775,0.285941972,0.070763501,0.027932961,0.716981132,0.283018868,0.623245614,0.05,1,-0.369391534,-1,-0.071428571,0,0,0.5,31300,0
1,87,439,8,651,0.525316455,0.999999997,0.688442209,5,1,6,0,4.433179724,4,4,138,59,67500,843300,306300,2599.764444,4100.524625,3215.002275,856,856,856,0,0,0,0,0,1,0,1,0.055119593,0.790647143,0.050242429,0.050977866,0.053012969,0.563851353,0.201080059,0.084485407,0.033794163,0.714285714,0.285714286,0.417611964,0.1,1,-0.319191919,-0.5,-0.1,0,0,0.5,809,0
5,7969,491,9,609,0.538590603,0.999999997,0.696808509,21,6,1,2,4.899835796,9,4,714,179.5555556,714,843300,246590.4444,714,3257.027003,2002.41707,696,2600,1537,0,0,1,0,0,0,0,0,0.022223596,0.022223512,0.700824901,0.121242398,0.133485592,0.373313492,-0.004017857,0.018062397,0.02134647,0.458333333,0.541666667,0.301298701,0.05,0.6,-0.268681319,-1,-0.071428571,0,0,0.5,697,0
5,1816,574,8,214,0.687499997,0.999999992,0.847328238,8,5,1,0,4.719626168,8,4,598,156.8333333,0,690400,181862.5,0,3299.282851,2089.10027,2100,11400,6675,0,0,0,1,0,0,0,0,0.025996444,0.025061858,0.731767049,0.192137077,0.025037573,0.383084416,0.056381674,0.03271028,0.014018692,0.7,0.3,0.269981447,0.136363636,0.5,-0.291666667,-0.5,-0.125,0.05,0,0.45,1300,0
4,5390,367,6,617,0.396381578,0.999999998,0.485365852,1,1,8,1,4.949756888,8,-1,695,273.625,5900,843300,137612.5,1895.857143,3517.727146,2654.316662,1100,1100,1100,1,0,0,0,0,0,0,0,0.025000572,0.025040795,0.025000457,0.02500347,0.899954706,0.457133838,0.179987374,0.04376013,0.006482982,0.870967742,0.129032258,0.286588103,0.1,0.5,-0.15625,-0.2,-0.1,0,0,0.5,1100,0
0,5695,639,8,340,0.636094673,0.999999995,0.815920394,5,1,1,0,5.214705882,6,4,3400,799.6666667,3700,617900,132283.3333,2986.447552,4337.125,3439.169399,2800,2800,2800,0,1,0,0,0,0,0,0,0.033412722,0.033337842,0.03355226,0.033355378,0.866341798,0.513331188,0.070195195,0.041176471,0.032352941,0.56,0.44,0.416071429,0.1,0.75,-0.259343434,-0.5,-0.1,0,0,0.5,2500,0
1,2055,328,8,306,0.518272424,0.999999996,0.565789471,6,6,18,0,5.366013072,4,-1,415,103,210300,843300,483900,3138.397516,5835.948052,3941.365969,633,3000,1583.25,0,0,0,0,1,0,0,0,0.050003424,0.052262496,0.050214963,0.797519084,0.050000032,0.467857143,0.28968254,0.04248366,0.003267974,0.928571429,0.071428571,0.471794872,0.033333333,0.8,-0.3,-0.3,-0.3,0,0,0.5,2500,0
5,6677,110,13,1050,0.461687681,0.999999998,0.618012421,13,2,1,1,5.086666667,5,-1,640,127.2,1900,843300,218180,1058.875,3478.055337,2153.210126,1100,1100,1100,0,0,0,0,0,1,0,1,0.040001107,0.040000193,0.839996431,0.040000108,0.040002161,0.351189027,0.039411708,0.02,0.018095238,0.525,0.475,0.352159349,0.033333333,1,-0.29235589,-0.8,-0.071428571,0,0,0.5,606,0
1,5255,522,11,640,0.471169686,0.999999998,0.579207919,24,6,1,6,5.0765625,10,4,2600,659.6666667,0,843300,127280,0,5267.692308,2999.425358,11800,11800,11800,0,0,0,0,0,0,1,1,0.189544299,0.020975015,0.020520276,0.249253765,0.519706645,0.516558442,0.177375541,0.0359375,0.00625,0.851851852,0.148148148,0.352799736,0.033333333,1,-0.449107143,-0.8,-0.071428571,0,0,0.5,1300,0
4,3123,696,11,372,0.552560645,0.999999996,0.720524014,9,7,1,0,4.586021505,6,217,469,326.4,0,69100,30583.33333,0,2911.017857,2226.716297,3300,4300,3800,1,0,0,0,0,0,0,0,0.033563698,0.033352018,0.398086315,0.033342954,0.501655015,0.331818182,0.079386724,0.029569892,0.01344086,0.6875,0.3125,0.323911846,0.05,0.6,-0.170952381,-0.3,-0.05,0.25,0.25,0.25,1300,0.25
4,2385,305,11,245,0.641975306,0.999999993,0.793333328,6,5,0,1,4.828571429,6,-1,550,207.8333333,11600,843300,201483.3333,2308.090909,3956.876404,3171.69655,1400,3100,2100,0,0,0,0,0,0,1,1,0.033333626,0.033339465,0.264286388,0.033334708,0.635705814,0.365909091,0.036399711,0.024489796,0.028571429,0.461538462,0.538461538,0.320454545,0.136363636,0.6,-0.322619048,-1,-0.1,0,0,0.5,13700,0
2,1394,456,9,389,0.50385604,0.999999995,0.687782802,4,3,1,0,4.349614396,6,4,422,142.5,1400,843300,284100,776,3256.682611,2394.396448,1800,2600,2200,0,0,1,0,0,0,0,0,0.6987792,0.200300335,0.033379323,0.034205971,0.033335172,0.454323593,0.23224026,0.033419023,0.005141388,0.866666667,0.133333333,0.376523477,0.1,0.6,-0.125,-0.125,-0.125,0,0,0.5,1400,0
2,578,332,6,333,0.580547111,0.999999995,0.755319145,3,0,2,1,4.741741742,3,-1,393,131.1966667,4900,843300,512866.6667,1671.181818,3585.671005,2880.251662,0,0,0,1,0,0,0,0,0,0,0,0.733071614,0.066666941,0.066927976,0.066666729,0.066666739,0.545018939,0.135359848,0.048048048,0.015015015,0.761904762,0.238095238,0.317045455,0.1,0.9,-0.265,-0.5,-0.125,0,0,0.5,889,0
0,5451,460,7,148,0.746575337,0.99999999,0.86868686,5,3,1,10,4.945945946,5,4,597,163.5,0,843300,476300,0,7054.267819,3605.080524,1400,1400,1400,0,0,0,0,0,1,0,1,0.040001041,0.040029123,0.040000504,0.839969117,0.040000215,0.454591837,0.264285714,0.02027027,0.013513514,0.6,0.4,0.766666667,0.5,1,-0.225,-0.25,-0.2,0,0,0.5,2100,0
0,1224,545,10,457,0.562076748,0.999999996,0.748226948,45,27,15,0,4.621444201,9,4,1700,484.875,0,843300,232566.6667,0,5633.333333,3839.362111,515,2900,1423.411765,0,0,0,0,1,0,0,0,0.022223747,0.359388545,0.022338498,0.573311914,0.022737297,0.484657499,0.086678762,0.039387309,0.015317287,0.72,0.28,0.375631313,0.1,1,-0.516326531,-0.714285714,-0.2,0,0,0.5,3100,0
1,3114,654,10,970,0.508073196,0.999999998,0.704626333,5,2,0,26,4.420618557,6,217,1600,526.5,1600,617900,327466.6667,1600,6988.920455,3564.936919,1600,1900,1750,1,0,0,0,0,0,0,0,0.033334843,0.380299843,0.033391563,0.519640336,0.033333415,0.461635264,0.002665975,0.056701031,0.055670103,0.504587156,0.495412844,0.460913617,0.05,1,-0.434986772,-1,-0.05,0,0,0.5,1200,0
0,711,727,10,294,0.703007516,0.999999994,0.842696624,4,3,0,21,4.360544218,7,217,573,404.3333333,0,28000,20428.57143,0,7245.888889,3296.825433,1100,22800,11950,0,0,0,0,1,0,0,0,0.028609568,0.028782462,0.028623997,0.885409948,0.028574025,0.524117647,0.014675245,0.040816327,0.054421769,0.428571429,0.571428571,0.53,0.1,1,-0.368072917,-1,-0.1,0.35,-0.2,0.15,1400,0.2
0,2662,63,9,0,0,0,0,0,0,1,1,0,8,-1,671,222.82375,14700,843300,504862.5,1780.190476,8472.494737,5433.011826,0,0,0,0,0,0,1,0,0,0,0,0.025000911,0.170035132,0.025030431,0.754933462,0.025000066,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.3,0.2,7300,0.3
0,7218,491,12,342,0.634615383,0.999999996,0.70325203,35,5,27,2,5.307017544,7,4,1700,319.8571429,12000,843300,515885.7143,3257.027003,6485.728216,4748.659893,9300,15600,12450,0,0,1,0,0,0,0,0,0.028623192,0.467543696,0.028571604,0.446576268,0.02868524,0.648768639,0.2795671,0.035087719,0.002923977,0.923076923,0.076923077,0.454458874,0.1,0.9,-1,-1,-1,0.25,0.1,0.25,5800,0.1
5,894,422,12,718,0.48216833,0.999999998,0.631465516,15,3,5,0,5.080779944,9,4,1100,191,0,843300,194022.2222,0,3292.551503,1803.453044,1100,3200,2150,0,1,0,0,0,0,0,0,0.022224045,0.244268906,0.688844414,0.022438829,0.022223806,0.413451589,0.224381005,0.038997214,0.002785515,0.933333333,0.066666667,0.344629329,0.05,1,-0.125,-0.125,-0.125,0,0,0.5,2000,0
4,351,199,8,738,0.508916323,0.999999998,0.708715595,28,9,4,2,4.7100271,10,-1,309,126.3,26900,843300,321950,2438.40942,4370.356505,3152.541032,1500,2800,1940,1,0,0,0,0,0,0,0,0.020089399,0.020012189,0.020008856,0.020018472,0.919871085,0.475180061,0.134991217,0.043360434,0.016260163,0.727272727,0.272727273,0.415293561,0.033333333,0.8,-0.310416667,-0.5,-0.125,1,-0.5,0.5,3700,0.5
2,2032,616,11,500,0.550813007,0.999999997,0.698461536,12,0,1,0,5.224,10,4,807,455.7,1000,690400,290700,930.6,5354.589286,2717.531967,0,0,0,0,0,0,1,0,0,0,0,0.919999635,0.020000119,0.020000191,0.02000002,0.020000034,0.347537879,0.250719697,0.064,0.008,0.888888889,0.111111111,0.327462121,0.033333333,1,-0.125,-0.25,-0.05,0.318181818,0.212121212,0.181818182,1200,0.212121212
2,8689,617,11,596,0.499156829,0.999999997,0.673352434,6,3,1,0,4.703020134,7,4,654,376,0,690400,217414.2857,0,3409.183231,2445.036236,2600,2600,2600,0,0,1,0,0,0,0,0,0.709917702,0.02857554,0.028576636,0.028886395,0.204043727,0.4246633,0.17250481,0.052013423,0.010067114,0.837837838,0.162162162,0.295239492,0.1,1,-0.188425926,-0.4,-0.125,0.5,0.5,0,2500,0.5
1,6606,85,10,161,0.682432428,0.999999989,0.791208783,5,2,2,1,4.826086957,6,-1,643,212.8333333,14800,843300,236833.3333,2312.045455,18033.14286,5571.626961,2300,2300,2300,0,0,1,0,0,0,0,0,0.033350446,0.655136671,0.033333782,0.24484517,0.033333931,0.464285714,0.342857143,0.037267081,0,1,0,0.4,0.1,0.7,0,0,0,0,0,0.5,109500,0
0,5222,513,10,645,0.555732483,0.999999997,0.770053474,15,4,0,10,4.587596899,9,4,855,243.2222222,2600,843300,367866.6667,1538.55,5141.02008,3511.944167,786,2500,1643,0,1,0,0,0,0,0,0,0.0222355,0.137107606,0.131709867,0.686724406,0.022222622,0.460466323,0.165964477,0.063565891,0.023255814,0.732142857,0.267857143,0.392482314,0.1,0.9,-0.226190476,-0.5,-0.05,0,0,0.5,699,0
0,2805,379,13,185,0.652173909,0.99999999,0.81818181,8,0,1,0,4.281081081,7,-1,1700,635.2857143,1300,843300,320857.1429,1300,27112.5,9785.32579,0,0,0,0,0,1,0,0,0,0,0,0.028571694,0.172860649,0.028571684,0.741424362,0.028571611,0.47511048,0.131699811,0.054054054,0.021621622,0.714285714,0.285714286,0.396136364,0.136363636,0.85,-0.385416667,-1,-0.125,0.3,1,0.2,29400,1
1,2820,518,9,1398,0.444606414,0.999999999,0.643203883,44,2,20,0,4.52360515,10,4,515,191.2857143,0,843300,134130,0,3930.351816,1932.303298,11300,11300,11300,0,0,0,1,0,0,0,0,0.121812487,0.29046998,0.020020724,0.406144854,0.161551955,0.512526073,0.102986927,0.060085837,0.037195994,0.617647059,0.382352941,0.391371496,0.0625,1,-0.285122863,-0.8,-0.05,0.667857143,0.342857143,0.167857143,22300,0.342857143
1,3000,196,14,338,0.545454544,0.999999995,0.674757278,7,3,1,0,4.893491124,6,-1,732,181.8333333,5100,843300,254666.6667,2173.571429,3553.37912,2769.07081,8900,20700,14800,0,0,0,1,0,0,0,0,0.033336813,0.297761622,0.601574479,0.033993533,0.033333553,0.44484127,0.132936508,0.029585799,0.020710059,0.588235294,0.411764706,0.466666667,0.1,0.8,-0.267857143,-0.5,-0.125,0,0,0.5,1700,0
4,4990,490,8,127,0.637931029,0.999999986,0.684931497,4,1,1,0,4.488188976,7,4,933,219.7142857,11500,843300,216400,2611.519866,3613.875,3022.062829,13900,13900,13900,0,0,0,1,0,0,0,0,0.028933871,0.028572491,0.028607439,0.028573341,0.885312858,0.335714286,0.153571429,0.039370079,0.039370079,0.5,0.5,0.58,0.4,1,-0.15,-0.15,-0.15,0.4,-0.15,0.1,2600,0.15
2,3123,336,11,303,0.613333331,0.999999995,0.8042328,4,1,1,0,5.01980198,7,-1,388,124.265,0,843300,315814.2857,0,3580.401706,1901.852098,1500,1500,1500,0,0,0,1,0,0,0,0,0.457063186,0.171162147,0.314628713,0.028572154,0.028573799,0.306304113,0.107873377,0.04950495,0.00660066,0.882352941,0.117647059,0.263030303,0.1,0.55,-0.2125,-0.3,-0.125,0,0,0.5,761,0
4,376,566,10,1182,0.378748929,0.999999999,0.512362637,27,9,12,0,4.60321489,7,4,523,165.7142857,1400,690400,164642.8571,844.1428571,3831.142857,2866.469838,737,5200,2607.4,0,0,0,0,1,0,0,0,0.17435463,0.028573653,0.316739761,0.028572129,0.451759828,0.540504232,0.252059699,0.059221658,0.007614213,0.886075949,0.113924051,0.387552566,0.1,1,-0.23904321,-0.6,-0.1,0,0,0.5,2200,0
1,2620,119,9,94,0.838709668,0.999999982,0.964285697,1,1,0,2,4.255319149,6,-1,65,20.66666667,205600,843300,526016.6667,3142.288367,5940.785485,4347.57256,4200,4200,4200,0,0,0,1,0,0,0,0,0.033334101,0.423696872,0.033333651,0.476301657,0.033333719,0.374502165,0.158636364,0.063829787,0.010638298,0.857142857,0.142857143,0.285227273,0.136363636,0.4,-0.125,-0.125,-0.125,0.4,0.1,0.1,861,0.1
4,3123,723,9,282,0.554347824,0.999999994,0.733766229,2,2,1,0,4.418439716,6,217,529,321.6,0,39400,18000,0,4078.375,2233.181515,6400,6400,6400,0,1,0,0,0,0,0,0,0.033476418,0.033338584,0.033400988,0.0333336,0.86645041,0.370743146,0.172691198,0.042553191,0.007092199,0.857142857,0.142857143,0.273322511,0.1,0.5,-0.085714286,-0.1,-0.071428571,0,0,0.5,17100,0
2,7270,605,10,1020,0.401980198,0.999999998,0.618249533,7,0,1,0,4.600980392,8,4,2200,811.6,0,690400,184025,0,3825,2051.524241,0,0,0,1,0,0,0,0,0,0,0,0.899993351,0.025002566,0.025001469,0.025001522,0.025001092,0.514165452,0.142710155,0.05,0.025490196,0.662337662,0.337662338,0.410420168,0.05,0.9,-0.230288462,-0.666666667,-0.1,0,0,0.5,2600,0
2,7258,707,15,599,0.460732983,0.999999997,0.572972971,3,0,1,10,4.213689482,7,217,910,522.4285714,5000,69100,24857.14286,1897.913223,3809,2665.94995,0,0,0,0,0,0,1,0,0,0,0,0.884971055,0.02861648,0.028576457,0.028982044,0.028853964,0.542073171,0.206605691,0.060100167,0.011686144,0.837209302,0.162790698,0.396927609,0.1,0.8,-0.330357143,-0.5,-0.125,0.722222222,0.311111111,0.222222222,1600,0.311111111
3,3123,394,8,1109,0.393382353,0.999999998,0.603806227,11,2,1,0,4.341749324,10,-1,1600,501.4444444,0,843300,146380,0,6526,3689.264716,1300,1300,1300,0,1,0,0,0,0,0,0,0.685846242,0.020019891,0.020675383,0.020135076,0.253323408,0.478753728,0.163617124,0.037871957,0.012623986,0.75,0.25,0.402226345,0.1,1,-0.296230159,-0.6,-0.05,0,0,0.5,1100,0
4,5211,177,11,521,0.511718749,0.999999997,0.661129566,4,3,1,0,4.746641075,3,-1,0,-1,663600,843300,723500,2975.359107,3529.36651,3213.927685,978,2500,1739,0,1,0,0,0,0,0,0,0.066737412,0.066670614,0.066695198,0.066667291,0.733229485,0.539299242,0.139400826,0.047984645,0.019193858,0.714285714,0.285714286,0.390212121,0.0625,0.8,-0.314166667,-0.5,-0.05,0.767857143,-0.107142857,0.267857143,596,0.107142857
4,5320,97,11,296,0.61694915,0.999999994,0.799999995,6,5,1,0,4.875,4,-1,1600,420,1600,843300,543025,1600,3651.88365,2960.389284,691,6000,3330.25,0,0,0,0,1,0,0,0,0.050353084,0.050009418,0.050162728,0.050005837,0.799468933,0.44047619,0.132142857,0.023648649,0.013513514,0.636363636,0.363636364,0.408571429,0.1,0.7,-0.2125,-0.5,-0.1,0,0,0.5,1200,0
2,3843,167,13,863,0.515587529,0.999999998,0.704198472,23,0,1,0,4.792584009,10,-1,6300,1075.875,0,843300,295270,0,6300,2920.598474,0,0,0,0,0,0,0,1,0,0,0,0.719200722,0.121264958,0.020016323,0.02001715,0.119500846,0.469078105,0.232655783,0.054461182,0.005793743,0.903846154,0.096153846,0.403267247,0.033333333,1,-0.24,-0.625,-0.05,0,0,0.5,5000,0
0,342,210,12,1311,0.490241998,0.999999999,0.673619631,36,6,8,3,4.659801678,8,-1,399,167.875,18000,843300,216512.5,3516.538462,8043.071429,4803.407648,953,20400,9010.6,0,0,0,1,0,0,0,0,0.025315318,0.025034041,0.025017449,0.493656443,0.430976748,0.553227158,0.188281639,0.048817696,0.012967201,0.790123457,0.209876543,0.371864685,0.033333333,1,-0.367973856,-1,-0.125,0.95,0.6,0.45,1400,0.6
5,2246,204,11,299,0.582677163,0.999999994,0.729559744,7,3,2,0,4.52173913,8,-1,629,113,981,843300,148347.625,551,6593.857143,2454.119183,629,1200,1009.666667,0,0,1,0,0,0,0,0,0.02500042,0.150292424,0.637118431,0.025000135,0.16258859,0.653787879,0.221969697,0.026755853,0.006688963,0.8,0.2,0.320833333,0.033333333,1,-0.1875,-0.25,-0.125,1,-0.8,0.5,754,0.8
1,4119,348,11,1096,0.294460641,0.999999999,0.36075036,7,4,35,1,4.97080292,9,-1,857,244.6666667,1300,843300,274555.5556,1058,12036.38596,4416.261155,3800,16100,9950,0,0,0,0,0,1,0,1,0.022527808,0.344373889,0.022427645,0.439191227,0.171479431,0.29290144,0.039044263,0.011861314,0.008211679,0.590909091,0.409090909,0.355214785,0.05,0.7,-0.320987654,-0.5,-0.25,0,0,0.5,1300,0
1,7639,108,12,680,0.523809523,0.999999998,0.677184464,38,1,24,0,4.505882353,10,-1,2700,455.7,2700,843300,301150,1274.7,6008.871454,3460.491559,1800,1800,1800,1,0,0,0,0,0,0,0,0.079098896,0.2510285,0.120263171,0.356093417,0.193516016,0.553395153,0.221208842,0.035294118,0.011764706,0.75,0.25,0.473390152,0.136363636,1,-0.241021825,-0.5,-0.125,0.4,0,0.1,2400,0
2,5436,247,8,318,0.517915308,0.999999995,0.648648645,8,5,1,0,4.487421384,4,-1,318,101.1475,7900,843300,551300,1376.52027,3590.513144,2920.227495,739,1500,1184.75,0,1,0,0,0,0,0,0,0.799756559,0.050046688,0.050095277,0.050100767,0.05000071,0.388897392,0.089270125,0.050314465,0.012578616,0.8,0.2,0.273236607,0.0625,0.8,-0.143055556,-0.166666667,-0.125,0,0,0.5,1100,0
4,4841,513,10,587,0.428822495,0.999999997,0.577712608,5,4,13,0,4.62350937,9,4,1900,702.2222222,1900,843300,117233.3333,1688.283582,3700,2602.984813,1200,2700,1950,0,1,0,0,0,0,0,0,0.022258078,0.022253732,0.022222733,0.022222586,0.911042871,0.43770074,0.157596704,0.056218058,0.018739353,0.75,0.25,0.378810836,0.1,0.7,-0.18452381,-0.3,-0.071428571,0,0,0.5,892,0
5,3186,274,10,613,0.52173913,0.999999997,0.714285712,12,0,1,1,4.585644372,7,-1,361,88.8,0,843300,231171.4286,0,3574.499464,1830.880245,0,0,0,0,0,1,0,0,0,0,0,0.028576516,0.028724718,0.885171204,0.028878926,0.028648636,0.473457854,-0.042957033,0.044045677,0.03588907,0.551020408,0.448979592,0.265489418,0.0625,0.7,-0.398737374,-0.8,-0.075,0.58,-0.113333333,0.08,1600,0.113333333
1,3799,113,14,376,0.560439559,0.999999995,0.743119263,8,2,2,1,4.585106383,7,-1,1100,287.3333333,0,843300,275428.5714,0,3951.777778,2900.631882,1800,21400,11600,0,0,1,0,0,0,0,0,0.028709803,0.314744712,0.456121453,0.029027853,0.171396178,0.511594203,0.216469038,0.050531915,0.007978723,0.863636364,0.136363636,0.365249487,0.136363636,1,-0.533333333,-0.666666667,-0.333333333,0.3,0.068181818,0.2,574,0.068181818
5,6611,240,12,420,0.549999999,0.999999996,0.679104475,6,3,1,0,5.15952381,5,-1,606,162.25,0,843300,214120,0,5078.444444,2689.612383,757,18200,7019,0,1,0,0,0,0,0,0,0.040000973,0.040000551,0.83999583,0.040000327,0.040002319,0.360884354,-0.022406463,0.016666667,0.023809524,0.411764706,0.588235294,0.259183673,0.1,0.5,-0.254166667,-1,-0.008333333,0,0,0.5,688,0
